,Main_sector,new_permalink,company_permalink,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd,permalink,name,homepage_url,category_list,status,country_code,state_code,region,city,founded_at,Primary_sector,total_count,total_amount_invested
5534,Others,/organization/ datria-systems,/organization/datria-systems,/funding-round/660137e9217db8ad12aac4442160f890,venture,C,20-12-2002,7500000.00,/Organization/Datria-Systems,Datria Systems,http://www.datria.com,Enterprise Software,acquired,USA,CO,Denver,Greenwood Village,NA,Enterprise Software,2400,21534280296
5535,Others,/organization/ adesso-solutions,/ORGANIZATION/ADESSO-SOLUTIONS,/funding-round/99d5d18cfcd6cddeafa349cb37ed7332,venture,NA,25-10-2010,6000000.00,/Organization/Adesso-Solutions,Adesso Solutions,http://www.adessosolutions.com,Software,operating,USA,IL,Chicago,Rolling Meadows,1/1/2002,Software,2400,21534280296
5536,Others,/organization/ powerfile,/organization/powerfile,/funding-round/249f2e493ec35a81580ae5515d766187,venture,B,16-01-2006,10000000.00,/Organization/Powerfile,PowerFile,http://www.powerfile.com,Web Hosting,operating,USA,CA,SF Bay Area,Foster City,1/1/1996,Web Hosting,2400,21534280296
5537,Others,/organization/ the-hunt,/organization/the-hunt,/funding-round/d7009acf4b345c3076ae2896b4ef74f4,venture,B,10/4/2014,10000000.00,/Organization/The-Hunt,The Hunt,http://www.thehunt.com,E-Commerce,operating,USA,CA,SF Bay Area,San Francisco,1/1/2013,E-Commerce,2400,21534280296
5538,Others,/organization/ apriori-technologies,/ORGANIZATION/APRIORI-TECHNOLOGIES,/funding-round/413100008379af1e758b17a1612f2169,venture,NA,25-07-2013,6000000.00,/Organization/Apriori-Technologies,aPriori Technologies,http://www.apriori.com,Software,operating,USA,MA,Boston,Concord,1/1/2003,Software,2400,21534280296
5539,Others,/organization/ brainly-com,/organization/brainly-com,/funding-round/a4df1d6139cdd176082c58ed563ca708,venture,A,14-10-2014,9000000.00,/Organization/Brainly-Com,Brainly,http://brainly.com,All Students|Education,operating,USA,NY,New York City,New York,1/1/2009,All Students,2400,21534280296
5540,Others,/organization/ apriori-technologies,/ORGANIZATION/APRIORI-TECHNOLOGIES,/funding-round/9fdf4581c2439b8f5ab6834f09d4a26f,venture,B,3/1/2007,11180000.00,/Organization/Apriori-Technologies,aPriori Technologies,http://www.apriori.com,Software,operating,USA,MA,Boston,Concord,1/1/2003,Software,2400,21534280296
5541,Others,/organization/ assia,/ORGANIZATION/ASSIA,/funding-round/f9f22123ddadaa886a1d86193132154b,venture,NA,2/11/2009,10000000.00,/Organization/Assia,ASSIA,http://www.assia-inc.com,Software,operating,USA,CA,SF Bay Area,Redwood City,1/1/2003,Software,2400,21534280296
5542,Others,/organization/ matrixx-software,/organization/matrixx-software,/funding-round/7c5754ad4017db1ed44f4690d50ec629,venture,A,30-07-2012,12600000.00,/Organization/Matrixx-Software,MATRIXX Software,http://www.matrixx.com/,Software,operating,USA,CA,SF Bay Area,Mountain View,1/1/2008,Software,2400,21534280296
5543,Others,/organization/ careview-communications,/ORGANIZATION/CAREVIEW-COMMUNICATIONS,/funding-round/27ae161c87579ae19f5a32e9fa256c11,venture,NA,4/8/2010,8455461.00,/Organization/Careview-Communications,CareView Communications,http://www.care-view.com,Web Hosting,operating,USA,TX,Dallas,Lewisville,NA,Web Hosting,2400,21534280296
5544,Others,/organization/ imemories,/ORGANIZATION/IMEMORIES,/funding-round/a8cc8cb5abf74be59a87e82b4ddab3ea,venture,B,11/8/2009,6200000.00,/Organization/Imemories,iMemories,http://www.imemories.com,Enterprise Software|Film|Video|Video Editing,operating,USA,AZ,Phoenix,Scottsdale,1/1/2006,Enterprise Software,2400,21534280296
5545,Others,/organization/ glint,/ORGANIZATION/GLINT,/funding-round/bda7b6e78a769a2a07249bdb4ea91309,venture,A,29-10-2013,6500000.00,/Organization/Glint,Glint,http://www.glintinc.com,Enterprise Software|Human Resources,operating,USA,CA,SF Bay Area,Redwood City,1/9/2013,Enterprise Software,2400,21534280296
5546,Others,/organization/ motion-computing,/organization/motion-computing,/funding-round/c351e7de5f750aaa3eef94a8801c967a,venture,NA,23-12-2008,6000000.00,/Organization/Motion-Computing,Motion Computing,http://www.motioncomputing.com,Software,acquired,USA,TX,Austin,Austin,1/1/2001,Software,2400,21534280296
5547,Others,/organization/ awarepoint,/organization/awarepoint,/funding-round/30699b8ecbc760210cc7280680ad5961,venture,NA,4/6/2012,14000000.00,/Organization/Awarepoint,Awarepoint,http://www.awarepoint.com,Software,operating,USA,CA,San Diego,San Diego,1/1/2002,Software,2400,21534280296
5548,Others,/organization/ redfin,/organization/redfin,/funding-round/550a1ea90a12bdaa30181b4fdf196042,venture,C,1/7/2007,12000000.00,/Organization/Redfin,Redfin,http://redfin.com,Real Estate,operating,USA,WA,Seattle,Seattle,1/10/2004,Real Estate,2400,21534280296
5549,Others,/organization/ redfin,/ORGANIZATION/REDFIN,/funding-round/6ee150eba12e3647f0d5dfffedd831d0,venture,D,12/11/2009,10000000.00,/Organization/Redfin,Redfin,http://redfin.com,Real Estate,operating,USA,WA,Seattle,Seattle,1/10/2004,Real Estate,2400,21534280296
5550,Others,/organization/ above-all-software,/organization/above-all-software,/funding-round/022e0561bb09c8a0b620ac0b8d7009ff,venture,B,17-02-2004,11500000.00,/Organization/Above-All-Software,Above All Software,NA,Software,operating,USA,CA,SF Bay Area,Redwood City,1/1/2002,Software,2400,21534280296
5551,Others,/organization/ full-measure-education,/organization/full-measure-education,/funding-round/59297d0b9862df8956ba2cb6e4eba29c,venture,B,20-04-2015,5500000.00,/Organization/Full-Measure-Education,Full Measure Education,http://www.fullmeasureed.com/,Education,operating,USA,DC,"Washington, D.C.",Washington,1/1/2013,Education,2400,21534280296
5552,Others,/organization/ cafe-enterprises,/ORGANIZATION/CAFE-ENTERPRISES,/funding-round/755f8f506cbc2f4d42352226361f9e09,venture,NA,2/4/2014,13000000.00,/Organization/Cafe-Enterprises,Cafe Enterprises,http://cafeent.com,Hospitality,operating,USA,SC,Greenville - Spartanburg,Taylors,1/1/1988,Hospitality,2400,21534280296
5553,Others,/organization/ macheen,/organization/macheen,/funding-round/3aa4de2726fc2fe55be6333985bed096,venture,B,15-06-2011,10000000.00,/Organization/Macheen,Macheen,http://macheen.com,Enterprise Software|Internet|Software,acquired,USA,TX,Austin,Austin,1/1/2010,Enterprise Software,2400,21534280296
5554,Others,/organization/ storsimple,/ORGANIZATION/STORSIMPLE,/funding-round/23afa0f52187d23d9983c31607c32468,venture,A,1/6/2009,8000000.00,/Organization/Storsimple,StorSimple,http://www.storsimple.com,Enterprise Software,acquired,USA,CA,SF Bay Area,Santa Clara,1/1/2009,Enterprise Software,2400,21534280296
5555,Others,/organization/ intradiem,/ORGANIZATION/INTRADIEM,/funding-round/acb007feb32e3c2a4cc422fe1755af7b,venture,NA,6/11/2015,9199258.00,/Organization/Intradiem,Intradiem,http://www.intradiem.com,Software,operating,USA,GA,Atlanta,Alpharetta,1/1/1995,Software,2400,21534280296
5556,Others,/organization/ intralens-vision,/ORGANIZATION/INTRALENS-VISION,/funding-round/89b9e2408d1c6cbc8ae756a9c660ff89,venture,C,17-03-2005,12000000.00,/Organization/Intralens-Vision,IntraLens Vision,http://www.intralensvision.com,Services,closed,USA,CA,Anaheim,Lake Forest,NA,Services,2400,21534280296
5557,Others,/organization/ conformia-software,/organization/conformia-software,/funding-round/ddd8f3006b6a9217be522c6f1d04eb76,venture,NA,1/10/2006,12000000.00,/Organization/Conformia-Software,Conformia Software,http://www.conformia.com,Software,acquired,USA,CA,SF Bay Area,Sunnyvale,NA,Software,2400,21534280296
5558,Others,/organization/ river-vision-development,/organization/river-vision-development,/funding-round/1a375d8574d2d3e5bab8e4484d237b75,venture,NA,7/1/2014,6000000.00,/Organization/River-Vision-Development,River Vision Development,NA,Software,operating,USA,NY,New York City,New York,1/1/2011,Software,2400,21534280296
5559,Others,/organization/ cloudcar,/organization/cloudcar,/funding-round/1f11114a3e50a66ecb4430d1c2a506aa,venture,A,25-06-2012,11500000.00,/Organization/Cloudcar,CloudCar,http://cloudcar.com,Enterprise Software,operating,USA,CA,SF Bay Area,Los Altos,1/1/2011,Enterprise Software,2400,21534280296
5560,Others,/organization/ globeranger,/ORGANIZATION/GLOBERANGER,/funding-round/9b6e91c27970ebed148f5d8a09d4e7c1,venture,C,12/3/2009,8300000.00,/Organization/Globeranger,GlobeRanger,http://www.globeranger.com,RFID|Software|Supply Chain Management|Tracking,operating,USA,TX,Dallas,Richardson,1/1/1999,RFID,2400,21534280296
5561,Others,/organization/ gather,/ORGANIZATION/GATHER,/funding-round/4b8b1534901c023d2143b8ce5574fc08,venture,C,1/11/2006,10000000.00,/Organization/Gather,Gather,http://www.gather.com,Networking|News,operating,USA,MA,Boston,Boston,1/1/2005,Networking,2400,21534280296
5562,Others,/organization/ custora,/ORGANIZATION/CUSTORA,/funding-round/2b718c715e0a0db33242f21c57bb7259,venture,A,7/4/2015,6500000.00,/Organization/Custora,Custora,http://www.custora.com,E-Commerce Platforms|Email Marketing|Marketing Automation|Predictive Analytics,operating,USA,NY,New York City,New York,1/1/2011,E-Commerce Platforms,2400,21534280296
5563,Others,/organization/ recordant,/ORGANIZATION/RECORDANT,/funding-round/58a3cf5d60608e8ef2fc8710d42d7038,venture,B,5/2/2007,9000000.00,/Organization/Recordant,Recordant,http://www.recordant.com,Software,closed,USA,GA,Atlanta,Alpharetta,1/1/2005,Software,2400,21534280296
5564,Others,/organization/ sanera-systems,/organization/sanera-systems,/funding-round/b8b29b2acaca0d813937f74f77bf097e,venture,NA,18-03-2002,10000000.00,/Organization/Sanera-Systems,Sanera Systems,http://www.sanera.net/,Networking|Service Providers|Storage,acquired,USA,CA,SF Bay Area,Santa Clara,NA,Networking,2400,21534280296
5565,Others,/organization/ bricsnet,/ORGANIZATION/BRICSNET,/funding-round/952731b6c8072ee731978034a6c7be7e,venture,NA,1/12/2010,10000000.00,/Organization/Bricsnet,Bricsnet,http://www.bricsnet.com,Real Estate,operating,USA,CA,SF Bay Area,San Francisco,1/1/1986,Real Estate,2400,21534280296
5566,Others,/organization/ gazelle,/ORGANIZATION/GAZELLE,/funding-round/b4db5cdf4d22ae9e9b35f93b1ec31fa9,venture,C,21-07-2010,12000000.00,/Organization/Gazelle,Gazelle,http://www.gazelle.com,E-Commerce|Green|Marketplaces,acquired,USA,MA,Boston,Boston,1/1/2006,E-Commerce,2400,21534280296
5567,Others,/organization/ api-cryptek,/organization/api-cryptek,/funding-round/cccfcefbce7b510f11975d0d9f44593b,venture,B,7/2/2003,10200000.00,/Organization/Api-Cryptek,API Cryptek,http://www.cryptek.com,Software,acquired,USA,VA,"Washington, D.C.",Sterling,1/1/1986,Software,2400,21534280296
5568,Others,/organization/ inari-inc,/organization/inari-inc,/funding-round/e8245f4378c6ae43c4791f4575d5df1d,venture,C,14-06-2000,12000000.00,/Organization/Inari-Inc,Inari Inc,NA,Networking,operating,USA,UT,Salt Lake City,Draper,1/1/1997,Networking,2400,21534280296
5569,Others,/organization/ sanrad,/ORGANIZATION/SANRAD,/funding-round/cf804bcde1e9528b51ce4c915fd52f69,venture,NA,2/8/2004,8000000.00,/Organization/Sanrad,Sanrad,http://www.sanrad.com,Web Hosting,acquired,USA,NJ,Newark,Mahwah,NA,Web Hosting,2400,21534280296
5570,Others,/organization/ beamexpress,/organization/beamexpress,/funding-round/5b92e166a3ddfe83ffc568864465bbea,venture,C,18-04-2005,14200000.00,/Organization/Beamexpress,BeamExpress,NA,Web Hosting,operating,USA,CA,SF Bay Area,Sunnyvale,1/1/2001,Web Hosting,2400,21534280296
5571,Others,/organization/ fios,/organization/fios,/funding-round/51de7aabbb66253b427214ceba615490,venture,NA,22-08-2005,6500000.00,/Organization/Fios,Fios,http://www.fiosinc.com,Legal,acquired,USA,OR,"Portland, Oregon",Portland,1/1/1999,Legal,2400,21534280296
5572,Others,/organization/ airtight-networks,/organization/airtight-networks,/funding-round/f04f27687c5fbbe8f01d12dfbbc3260e,venture,C,10/4/2007,14500000.00,/Organization/Airtight-Networks,AirTight Networks,http://www.airtightnetworks.com,Security|Wireless,operating,USA,CA,SF Bay Area,Mountain View,1/1/2002,Security,2400,21534280296
5573,Others,/organization/ 3leaf,/organization/3leaf,/funding-round/922e9e181fbd969dea0d5e47550c1ec8,venture,A,1/1/2005,10000000.00,/Organization/3Leaf,3Leaf,http://www.3leafsystems.com,Web Hosting,acquired,USA,CA,SF Bay Area,Santa Clara,1/6/2004,Web Hosting,2400,21534280296
5574,Others,/organization/ beautylish,/organization/beautylish,/funding-round/4be4158fa4d7e5efaf38c14d87477c43,venture,NA,30-05-2013,6500000.00,/Organization/Beautylish,Beautylish,http://www.beautylish.com,E-Commerce,operating,USA,CA,SF Bay Area,San Francisco,1/2/2010,E-Commerce,2400,21534280296
5575,Others,/organization/ alton-lane,/organization/alton-lane,/funding-round/e4d73a68341b6f50a7da1894e7db6de4,venture,NA,23-11-2015,7475000.00,/Organization/Alton-Lane,Alton Lane,http://altonlane.com,E-Commerce|Retail,operating,USA,VA,Richmond,Richmond,1/1/2009,E-Commerce,2400,21534280296
5576,Others,/organization/ bridgestream,/ORGANIZATION/BRIDGESTREAM,/funding-round/c4b16a350a414f4405c03ce7f5ee5916,venture,B,5/4/2006,6500000.00,/Organization/Bridgestream,Bridgestream,http://www.bridgestream.com,Software,acquired,USA,CA,SF Bay Area,Redwood Shores,1/1/2000,Software,2400,21534280296
5577,Others,/organization/ 3si-security-systems,/organization/3si-security-systems,/funding-round/eecf7b57ea8520963860756d625703b9,venture,NA,29-07-2002,13000000.00,/Organization/3Si-Security-Systems,3SI Security Systems,https://www.3sisecurity.com/,Physical Security|Security,operating,USA,PA,Philadelphia,Malvern,1/1/1971,Physical Security,2400,21534280296
5578,Others,/organization/ delphix,/ORGANIZATION/DELPHIX,/funding-round/84eca02b342c872183dd869fecee6b88,venture,A,4/2/2009,8500000.00,/Organization/Delphix,Delphix,http://www.delphix.com,Software,operating,USA,CA,SF Bay Area,Menlo Park,1/6/2008,Software,2400,21534280296
5579,Others,/organization/ iamplify,/organization/iamplify,/funding-round/9b1b76b9aaa02c4fe8df34fc9b2c9bbf,venture,A,4/5/2007,6000000.00,/Organization/Iamplify,iAmplify,http://www.iamplify.com,E-Commerce,operating,USA,NY,New York City,New York,1/1/2005,E-Commerce,2400,21534280296
5580,Others,/organization/ atlatl-software,/organization/atlatl-software,/funding-round/a67e5f2520983c9338f372731005b1ab,venture,NA,28-08-2015,10000000.00,/Organization/Atlatl-Software,Atlatl Software,http://atlatlsoftware.com,Software,operating,USA,SC,"Charleston, South Carolina",Charleston,1/1/2012,Software,2400,21534280296
5581,Others,/organization/ glympse,/organization/glympse,/funding-round/6e7e10d13afecc9c1e3f15fe68c0da90,venture,C,13-06-2014,12000000.00,/Organization/Glympse,Glympse,http://www.glympse.com,Location Based Services|Mobile|Mobile Software Tools,operating,USA,WA,Seattle,Seattle,1/3/2008,Location Based Services,2400,21534280296
5582,Others,/organization/ gryphon-networks,/ORGANIZATION/GRYPHON-NETWORKS,/funding-round/ceb2713a40080782470390e3af870887,venture,NA,15-01-2010,7000000.00,/Organization/Gryphon-Networks,Gryphon Networks,http://www.gryphonnetworks.com,Enterprise Software,operating,USA,MA,Boston,Norwood,1/1/1995,Enterprise Software,2400,21534280296
5583,Others,/organization/ gt-nexus,/organization/gt-nexus,/funding-round/5d4fe878b5a35e83272f2ad05a3e14ef,venture,NA,11/2/2011,5753046.00,/Organization/Gt-Nexus,GT Nexus,http://www.gtnexus.com,Software,acquired,USA,CA,SF Bay Area,Oakland,1/1/1998,Software,2400,21534280296
5584,Others,/organization/ avvo,/organization/avvo,/funding-round/aa5dda7edeb64a7959af19ad953077e0,venture,C,17-03-2010,10000000.00,/Organization/Avvo,Avvo,http://avvo.com,Legal|Marketplaces|Reviews and Recommendations,operating,USA,WA,Seattle,Seattle,1/6/2007,Legal,2400,21534280296
5585,Others,/organization/ atrenta,/organization/atrenta,/funding-round/90b255b907dd0944d2d9580c86eff46d,venture,B,5/8/2003,5300000.00,/Organization/Atrenta,Atrenta,http://www.atrenta.com,Software,acquired,USA,CA,SF Bay Area,San Jose,1/1/2001,Software,2400,21534280296
5586,Others,/organization/ lightsail-education,/organization/lightsail-education,/funding-round/47ddb307c816672c5e43967a812332a6,venture,A,30-10-2014,8692266.00,/Organization/Lightsail-Education,LightSail Education,http://www.lightsailed.com,EdTech|Education,operating,USA,NY,New York City,New York,1/5/2012,EdTech,2400,21534280296
5587,Others,/organization/ behavioral-recognition-systems,/organization/behavioral-recognition-systems,/funding-round/4e9125bb4dee5f98d2374541ed043268,venture,NA,26-04-2013,9836970.00,/Organization/Behavioral-Recognition-Systems,Behavioral Recognition Systems,http://www.brslabs.com,Security|Software|Video,operating,USA,TX,Houston,Houston,1/1/2005,Security,2400,21534280296
5588,Others,/organization/ fonality,/organization/fonality,/funding-round/d210712837061ef094a9068a712a9995,venture,NA,24-09-2014,11220414.00,/Organization/Fonality,Fonality,http://www.fonality.com,Enterprise Software,operating,USA,CA,Los Angeles,Los Angeles,1/1/2004,Enterprise Software,2400,21534280296
5589,Others,/organization/ bay-microsystems,/ORGANIZATION/BAY-MICROSYSTEMS,/funding-round/a8e84b5e376dfbdd6a78788c1b7fba23,venture,D,1/6/2005,8400000.00,/Organization/Bay-Microsystems,Bay Microsystems,http://www.baymicrosystems.com,Web Hosting,operating,USA,CA,SF Bay Area,San Jose,1/1/1998,Web Hosting,2400,21534280296
5590,Others,/organization/ admitone-security,/ORGANIZATION/ADMITONE-SECURITY,/funding-round/d48bdb327b17ffe34b6b9381730956e3,venture,B,9/11/2005,8000000.00,/Organization/Admitone-Security,AdmitOne Security,http://www.admitonesecurity.com,Security,operating,USA,WA,Seattle,Issaquah,1/1/2002,Security,2400,21534280296
5591,Others,/organization/ zettics,/ORGANIZATION/ZETTICS,/funding-round/e6a4248cb1629482c281d60c6c7088ab,venture,C,14-07-2011,8000000.00,/Organization/Zettics,Zettics,http://zettics.com,Software,operating,USA,MA,Boston,Concord,1/1/2008,Software,2400,21534280296
5592,Others,/organization/ socialshield,/ORGANIZATION/SOCIALSHIELD,/funding-round/6d96d9ca32812360a4c883a9bcd70ab7,venture,A,5/10/2010,10000000.00,/Organization/Socialshield,SocialShield,http://www.socialshield.com,Software,acquired,USA,CA,SF Bay Area,San Bruno,1/9/2009,Software,2400,21534280296
5593,Others,/organization/ axceler,/ORGANIZATION/AXCELER,/funding-round/1b12815bc8474bb096b59946ce4d0845,venture,NA,17-05-2006,12000000.00,/Organization/Axceler,Axceler,http://www.axceler.com,Enterprise Software,acquired,USA,MA,Boston,Woburn,1/1/1994,Enterprise Software,2400,21534280296
5594,Others,/organization/ global-velocity,/ORGANIZATION/GLOBAL-VELOCITY,/funding-round/3bdcce87a22f9387c3f8d9d7985f7852,venture,NA,10/11/2009,5044000.00,/Organization/Global-Velocity,Global Velocity,http://www.globalvelocity.com,Security,closed,USA,MO,MO - Other,Clarkton,1/1/2000,Security,2400,21534280296
5595,Others,/organization/ firstbest,/organization/firstbest,/funding-round/c26cfb8c52657775b446b6ddbe1c686f,venture,C,16-01-2014,7775000.00,/Organization/Firstbest,FirstBest,http://firstbest.com,Software,operating,USA,MA,Boston,Bedford,1/1/2006,Software,2400,21534280296
5596,Others,/organization/ loopt,/organization/loopt,/funding-round/7d3a0b9570b5b4e92897ddd5ac6bde75,venture,B,23-07-2007,12000000.00,/Organization/Loopt,Loopt,http://www.loopt.com,Location Based Services|Mobile|Networking,acquired,USA,CA,SF Bay Area,Mountain View,1/1/2005,Location Based Services,2400,21534280296
5597,Others,/organization/ yottamark,/organization/yottamark,/funding-round/cb150e940e7d80258819f9ba80c1e152,venture,C,12/11/2009,8000000.00,/Organization/Yottamark,YottaMark,http://www.yottamark.com,Software,operating,USA,CA,SF Bay Area,Redwood City,1/1/2005,Software,2400,21534280296
5598,Others,/organization/ continuity-software,/ORGANIZATION/CONTINUITY-SOFTWARE,/funding-round/321ac2db7e775456fa3a5fe8bfab9792,venture,A,1/9/2005,8400000.00,/Organization/Continuity-Software,Continuity Software,http://www.continuitysoftware.com,Software,operating,USA,NY,New York City,New York,1/1/2005,Software,2400,21534280296
5599,Others,/organization/ financeware,/organization/financeware,/funding-round/bc8788a199a44e2ad4170b6452a9e382,venture,B,28-08-2001,8000000.00,/Organization/Financeware,Financeware,https://www.financeware.com/,Technology,operating,USA,VA,Richmond,Richmond,NA,Technology,2400,21534280296
5600,Others,/organization/ neartek,/ORGANIZATION/NEARTEK,/funding-round/2b01f9778d414416df502f3b9f8fedc9,venture,NA,10/10/2003,8000000.00,/Organization/Neartek,Neartek,http://neartek.com/,Software,acquired,USA,MA,Worcester,Westborough,NA,Software,2400,21534280296
5601,Others,/organization/ stem,/ORGANIZATION/STEM,/funding-round/265497c8327e015c1aa59940f15c8572,venture,A,11/4/2012,10200000.00,/Organization/Stem,Stem,http://www.stem.com,Enterprise Software,operating,USA,CA,SF Bay Area,Millbrae,1/1/2009,Enterprise Software,2400,21534280296
5602,Others,/organization/ revinate,/organization/revinate,/funding-round/78bd2dabd8e48bdf3e6c371e61cb9760,venture,A,25-07-2012,14500000.00,/Organization/Revinate,Revinate,http://www.revinate.com,Enterprise Software|Hospitality|Hotels|Social Media|Social Media Marketing,operating,USA,CA,SF Bay Area,San Francisco,1/1/2009,Enterprise Software,2400,21534280296
5603,Others,/organization/ pica8,/ORGANIZATION/PICA8,/funding-round/4767f1071df992c1847e8026195f7ef0,venture,A,10/12/2012,6600000.00,/Organization/Pica8,Pica8,http://www.pica8.com,Software,operating,USA,CA,SF Bay Area,Palo Alto,NA,Software,2400,21534280296
5604,Others,/organization/ ipanema-technologies,/organization/ipanema-technologies,/funding-round/f9b89db6360ef45073bff12a48984a13,venture,B,18-08-2008,7000000.00,/Organization/Ipanema-Technologies,Ipanema Technologies,http://www.ipanematech.com,Enterprise Software,operating,USA,MA,Boston,Waltham,1/1/1999,Enterprise Software,2400,21534280296
5605,Others,/organization/ q1-labs,/organization/q1-labs,/funding-round/4f87c01f575397ea17e787f348ba296d,venture,D,1/1/2007,9000000.00,/Organization/Q1-Labs,Q1 Labs,http://www.q1labs.com,Security,acquired,USA,MA,Boston,Waltham,1/1/2001,Security,2400,21534280296
5606,Others,/organization/ array-health-solutions,/organization/array-health-solutions,/funding-round/cb2a32523de783d526724cc795470b4f,venture,A,25-09-2014,13000000.00,/Organization/Array-Health-Solutions,Array Health Solutions,http://arrayhealth.com,Enterprise Software,operating,USA,WA,Seattle,Seattle,1/1/2006,Enterprise Software,2400,21534280296
5607,Others,/organization/ habeas,/ORGANIZATION/HABEAS,/funding-round/b23217aae7a0ca77326d1f76e8dea893,venture,NA,2/8/2006,6000000.00,/Organization/Habeas,Habeas,NA,Enterprise Software,acquired,USA,CA,SF Bay Area,Mountain View,1/1/2002,Enterprise Software,2400,21534280296
5608,Others,/organization/ mod-systems,/organization/mod-systems,/funding-round/552a9f689812485e8c67af627aba185f,venture,NA,2/9/2010,5550500.00,/Organization/Mod-Systems,MOD Systems,http://modsystems.com,Software,operating,USA,WA,Seattle,Seattle,1/1/2005,Software,2400,21534280296
5609,Others,/organization/ fishnet-security,/ORGANIZATION/FISHNET-SECURITY,/funding-round/3ebfe908839dfabcd480d71ac9752509,venture,NA,5/1/2005,12000000.00,/Organization/Fishnet-Security,FishNet Security,http://www.fishnetsecurity.com,Security,operating,USA,KS,Kansas City,Overland Park,1/1/1996,Security,2400,21534280296
5610,Others,/organization/ integrien,/ORGANIZATION/INTEGRIEN,/funding-round/7412d17907103ba01451524214eaf59a,venture,A,16-05-2005,6500000.00,/Organization/Integrien,Integrien,http://www.integrien.com,Enterprise Software,acquired,USA,CA,Anaheim,Irvine,1/1/2001,Enterprise Software,2400,21534280296
5611,Others,/organization/ integrien,/organization/integrien,/funding-round/94aaa2f815ff4907f1eeab96c7f4cc08,venture,NA,11/5/2010,8010540.00,/Organization/Integrien,Integrien,http://www.integrien.com,Enterprise Software,acquired,USA,CA,Anaheim,Irvine,1/1/2001,Enterprise Software,2400,21534280296
5612,Others,/organization/ roving-planet,/ORGANIZATION/ROVING-PLANET,/funding-round/fdbb6e6c829f7cf8b4eab7f5b63b7e02,venture,NA,6/1/2004,9500000.00,/Organization/Roving-Planet,Roving Planet,NA,Web Hosting,acquired,USA,CO,Denver,Westminster,1/1/2001,Web Hosting,2400,21534280296
5613,Others,/organization/ linkedin,/ORGANIZATION/LINKEDIN,/funding-round/708ab8c3b144d4add069be8dae8c5724,venture,C,29-01-2007,12800000.00,/Organization/Linkedin,LinkedIn,http://linkedin.com,Networking|Social Media|Social Recruiting|Software,ipo,USA,CA,SF Bay Area,Mountain View,5/5/2003,Networking,2400,21534280296
5614,Others,/organization/ convercent,/ORGANIZATION/CONVERCENT,/funding-round/ec08c7d4b946d6a20ed71920de7b226f,venture,A,29-01-2013,10200000.00,/Organization/Convercent,Convercent,https://www.convercent.com,Enterprise Software,operating,USA,CO,Denver,Denver,29-01-2013,Enterprise Software,2400,21534280296
5615,Others,/organization/ five9,/ORGANIZATION/FIVE9,/funding-round/3f4e49b30a9af24bcdae4ed213303338,venture,NA,13-03-2008,12000000.00,/Organization/Five9,Five9,http://www.five9.com,Enterprise Software|Technology,ipo,USA,CA,SF Bay Area,San Ramon,1/1/2001,Enterprise Software,2400,21534280296
5616,Others,/organization/ iqnavigator,/organization/iqnavigator,/funding-round/020f3d9e3f14dbcaa791d46d66fa1c02,venture,E,5/10/2004,8700000.00,/Organization/Iqnavigator,IQNavigator,http://iqnavigator.com,Software,operating,USA,CO,Denver,Centennial,NA,Software,2400,21534280296
5617,Others,/organization/ linux-networx,/organization/linux-networx,/funding-round/af20d50f65960ce9802cec6220a5d23e,venture,C,21-03-2006,10000000.00,/Organization/Linux-Networx,Linux Networx,http://www.linuxnetworx.com,Software,acquired,USA,UT,Salt Lake City,Salt Lake City,1/1/1989,Software,2400,21534280296
5618,Others,/organization/ abes-market,/ORGANIZATION/ABES-MARKET,/funding-round/2062fd418fa50c44123f623ad2ca3013,venture,NA,7/2/2014,10000000.00,/Organization/Abes-Market,Abe's Market,http://www.abesmarket.com,E-Commerce,operating,USA,IL,Chicago,Chicago,1/9/2009,E-Commerce,2400,21534280296
5619,Others,/organization/ newsela,/ORGANIZATION/NEWSELA,/funding-round/410430eccb35a53d483cdd0dc9f2fc8d,venture,A,24-09-2014,5956174.00,/Organization/Newsela,Newsela,http://newsela.com,EdTech|Education,operating,USA,NY,New York City,New York,1/10/2013,EdTech,2400,21534280296
5620,Others,/organization/ ping-identity-corporation,/ORGANIZATION/PING-IDENTITY-CORPORATION,/funding-round/5bb645514b1f36c40564c546c0acd654,venture,B,11/5/2005,7500000.00,/Organization/Ping-Identity-Corporation,Ping Identity Corporation,http://www.pingidentity.com,Identity|Identity Management|Security,operating,USA,CO,Denver,Denver,1/1/2002,Identity,2400,21534280296
5621,Others,/organization/ betterfinance,/organization/betterfinance,/funding-round/301844d0901ac7e77b1a2190e5d7ba5e,venture,B,1/4/2011,11500000.00,/Organization/Betterfinance,Better Finance,http://www.betterfinance.me,E-Commerce,operating,USA,CA,SF Bay Area,San Francisco,1/1/2009,E-Commerce,2400,21534280296
5622,Others,/organization/ skyfire,/ORGANIZATION/SKYFIRE,/funding-round/0d8042d086ebaac8edbafa529c25b4ce,venture,C,25-01-2012,8000000.00,/Organization/Skyfire,Skyfire Labs,http://www.operasoftware.com/operators,Enterprise Software,acquired,USA,CA,SF Bay Area,Mountain View,1/4/2006,Enterprise Software,2400,21534280296
